id	gene	deltaPSI	deltaPSIc	z	p	q
chr19_44495994_44496086_+	ZNF155	-0.04	-0.025	0.03	0.31	0
chr8_22900651_22900756_-	TNFRSF10B	-0.09	-0.075	-0.29	0.41	0
chr10_70246901_70246969_-	SLC25A16	-0.34	-0.335	-1.92	1.56	0.04
chr8_23153480_23153634_+	R3HCC1	-0.07	-0.055	-0.16	0.36	0
chr19_44507100_44507259_+	ZNF230	-0.15	-0.135	-0.67	0.6	0
chr16_68307721_68307807_+	SLC7A6	0.02	0.035	0.4	0.46	0
chr19_44507130_44507259_+	ZNF230	-0.15	-0.135	-0.67	0.6	0
chr10_70253206_70253327_-	SLC25A16	-0.27	-0.265	-1.48	1.16	0
chr10_70256191_70256269_-	SLC25A16	0.03	0.035	0.4	0.46	0
chr16_68345945_68346079_+	PRMT7	0.09	0.105	0.84	0.7	0
chr19_44513236_44513322_+	ZNF230	-0.08	-0.065	-0.23	0.39	0
chr10_70266342_70266475_-	SLC25A16	-0.34	-0.335	-1.92	1.56	0.04
chr9_36249189_36249394_-	GNE	-0.17	-0.165	-0.85	0.7	0
chr4_25347170_25347242_+	ZCCHC4	-0.03	-0.015	0.09	0.33	0
chr10_70276841_70277022_-	SLC25A16	0.06	0.075	0.65	0.59	0
chr13_28813770_28813833_+	PAN3	0.11	0.125	0.97	0.78	0
chr8_26435359_26435809_+	DPYSL2	-0.06	-0.055	-0.16	0.36	0
chr13_28862121_28862259_+	PAN3	-0.16	-0.145	-0.73	0.63	0
chr16_68964141_68964198_+	TANGO6	-0.05	-0.035	-0.04	0.32	0
chr16_69154956_69155073_-	CHTF8	-0.14	-0.125	-0.6	0.56	0
chr11_65305741_65305795_+	SCYL1	-0.03	-0.025	0.03	0.31	0
chr6_167368983_167369115_-	RNASET2	-0.04	-0.025	0.03	0.31	0
chr10_99923050_99923154_+	R3HCC1L	-0.04	-0.015	0.09	0.33	0
chr3_196018092_196018245_-	TCTEX1D2	-0.18	-0.165	-0.85	0.7	0
chr4_26614791_26614863_+	TBC1D19	0.08	0.105	0.84	0.7	0
chr3_196032527_196032644_-	TCTEX1D2	0.04	0.055	0.53	0.53	0
chr22_30229530_30229603_-	ASCC2	0.05	0.065	0.59	0.56	0
chr4_26719555_26719639_+	TBC1D19	-0.1	-0.085	-0.35	0.44	0
chr4_2691233_2691431_+	FAM193A	-0.28	-0.255	-1.42	1.11	0
chr7_140434397_140434570_-	BRAF	-0.13	-0.115	-0.54	0.53	0
chr14_103342695_103342862_+	TRAF3	0.06	0.075	0.65	0.59	0
chr19_44564608_44564734_+	ZNF223	0.07	0.085	0.72	0.63	0
chr12_2927272_2927519_+	ITFG2	-0.07	-0.055	-0.16	0.36	0
chr15_76225026_76226448_+	FBXO22	0.09	0.095	0.78	0.66	0
chr19_44567418_44567719_+	ZNF223	0.26	0.275	1.91	1.55	0.04
chr16_69269651_69269736_+	SNTB2	0.06	0.075	0.65	0.59	0
chr16_69317951_69318147_+	SNTB2	-0.26	-0.245	-1.36	1.06	0
chr16_69334735_69334884_+	SNTB2	0.25	0.255	1.79	1.44	0
chr13_33306238_33306361_+	PDS5B	-0.09	-0.085	-0.35	0.44	0
chr19_44576297_44576444_+	ZNF284	-0.06	-0.045	-0.1	0.34	0
chr19_44580475_44580557_+	ZNF223	-0.1	-0.085	-0.35	0.44	0
chr13_33344792_33345016_+	PDS5B	0.11	0.115	0.91	0.74	0
chr19_44585168_44585294_+	ZNF284	-0.04	-0.025	0.03	0.31	0
chr3_196802708_196802741_-	DLG1	-0.15	-0.125	-0.6	0.56	0
chr4_36121272_36121340_-	ARAP2	-0.31	-0.305	-1.74	1.39	0
chr12_2986389_2986448_+	TULP3	0.06	0.075	0.65	0.59	0
chr5_43121638_43121670_+	ZNF131	0.06	0.075	0.65	0.59	0
chr7_144063939_144064003_+	ARHGEF5	0.18	0.195	1.41	1.1	0
chr13_36804912_36805429_-	CCDC169	0.15	0.165	1.22	0.95	0
chr13_36805299_36805429_-	CCDC169	0.15	0.165	1.22	0.95	0
chr13_36857606_36857642_-	CCDC169	0.22	0.235	1.66	1.31	0
chr19_44605286_44605378_+	ZNF224	-0.19	-0.175	-0.92	0.75	0
chr16_696472_696608_+	FAM195A	0.48	0.495	3.3	3.32	1.2
chr16_697417_697544_+	FAM195A	-0.06	-0.055	-0.16	0.36	0
chr3_197592294_197592342_+	LRCH3	-0.04	-0.035	-0.04	0.32	0
chr16_70164326_70164447_+	PDPR	-0.16	-0.135	-0.67	0.6	0
chr22_32023989_32024207_-	PISD	0.06	0.075	0.65	0.59	0
chr5_43174549_43174817_+	ZNF131	-0.06	-0.045	-0.1	0.34	0
chr19_53926315_53926755_+	ZNF765	0.05	0.065	0.59	0.56	0
chr22_32097642_32097748_-	PRR14L	-0.11	-0.095	-0.41	0.47	0
chr3_119165865_119166019_-	TMEM39A	-0.07	-0.055	-0.16	0.36	0
chr3_119171294_119171377_-	TMEM39A	-0.2	-0.175	-0.92	0.75	0
chr18_47339839_47340330_-	ACAA2	0.18	0.175	1.28	1	0
chr10_71902424_71902609_-	TYSND1	-0.2	-0.185	-0.98	0.79	0
chr5_43556921_43557179_-	PAIP1	0.02	0.025	0.34	0.44	0
chr11_95522556_95522725_-	FAM76B	-0.11	-0.085	-0.35	0.44	0
chr17_35849937_35850064_+	DUSP14	-0.04	-0.025	0.03	0.31	0
chr5_43603301_43603396_+	NNT	-0.12	-0.115	-0.54	0.53	0
chr8_30404809_30405000_+	RBPMS	0.6	0.605	3.99	4.48	2.07
chr17_45043900_45043992_+	GOSR2	-0.13	-0.105	-0.48	0.5	0
chr8_30404809_30405034_+	RBPMS	0.6	0.605	3.99	4.48	2.07
chr2_189157499_189157839_+	GULP1	-0.02	-0.015	0.09	0.33	0
chr2_96565573_96565635_-	ANKRD36C	0.04	0.075	0.65	0.59	0
chr6_18191428_18191612_+	KDM1B	-0.05	-0.045	-0.1	0.34	0
chr2_189158545_189159120_+	GULP1	0.14	0.145	1.09	0.86	0
chr5_49963391_49963435_+	PARP8	0.03	0.045	0.47	0.5	0
chr2_96624505_96624533_-	ANKRD36C	-0.03	-0.015	0.09	0.33	0
chr19_4529085_4529265_-	PLIN5	0.05	0.055	0.53	0.53	0
chr19_45381480_45382198_+	PVRL2	0.11	0.135	1.03	0.82	0
chr8_30941215_30941295_+	WRN	-0.04	-0.025	0.03	0.31	0
chr8_30947981_30948048_+	WRN	-0.09	-0.075	-0.29	0.41	0
chr6_20404034_20404063_+	E2F3	0.04	0.045	0.47	0.5	0
chr8_87410571_87410708_+	WWP1	-0.28	-0.275	-1.55	1.22	0
chr15_40708489_40708561_+	IVD	-0.11	-0.105	-0.48	0.5	0
chr17_455112_455190_-	VPS53	-0.09	-0.085	-0.35	0.44	0
chr19_4554988_4555107_-	SEMA6B	0.16	0.165	1.22	0.95	0
chr22_37419078_37419968_+	MPST	0.05	0.055	0.53	0.53	0
chr4_39512317_39512481_-	UGDH	-0.05	-0.045	-0.1	0.34	0
chr17_17960017_17960073_+	GID4	0.06	0.065	0.59	0.56	0
chr4_39512329_39512481_-	UGDH	-0.05	-0.045	-0.1	0.34	0
chr18_52988901_52989525_-	TCF4	0.11	0.105	0.84	0.7	0
chr2_97267853_97268075_-	KANSL3	-0.13	-0.125	-0.6	0.56	0
chr13_41814397_41814569_-	MTRF1	-0.15	-0.135	-0.67	0.6	0
chr13_41835827_41835961_-	MTRF1	-0.13	-0.115	-0.54	0.53	0
chr22_38165035_38165194_+	NOL12	-0.22	-0.215	-1.17	0.92	0
chr15_80189133_80189339_-	MTHFS	-0.11	-0.095	-0.41	0.47	0
chr22_38165269_38165382_+	NOL12	-0.15	-0.135	-0.67	0.6	0
chr22_38165269_38165382_+	TRIOBP	-0.15	-0.135	-0.67	0.6	0
chr7_152480272_152480327_+	ACTR3B	0.02	0.035	0.4	0.46	0
chr15_80191246_80191467_-	ST20	-0.03	-0.015	0.09	0.33	0
chr18_54677069_54677545_+	WDR7	0.04	0.055	0.53	0.53	0
chr8_38118082_38118419_+	DDHD2	-0.12	-0.085	-0.35	0.44	0
chr19_45867682_45867805_-	ERCC2	-0.13	-0.115	-0.54	0.53	0
chr19_45868096_45868212_-	ERCC2	-0.15	-0.135	-0.67	0.6	0
chr16_71487146_71487253_-	ZNF23	0.28	0.305	2.1	1.75	0.16
chr16_71487146_71487876_-	ZNF23	0.24	0.265	1.85	1.49	0.02
chr3_3190778_3190917_+	TRNT1	0.41	0.435	2.92	2.76	0.82
chr5_54771127_54771278_-	PPAP2A	0.18	0.195	1.41	1.1	0
chr19_45922356_45922444_-	ERCC1	-0.06	-0.055	-0.16	0.36	0
chr22_38336716_38337194_+	MICALL1	-0.05	-0.035	-0.04	0.32	0
chr19_45923582_45923640_-	ERCC1	-0.05	-0.035	-0.04	0.32	0
chr5_54929582_54929730_-	SLC38A9	-0.07	-0.055	-0.16	0.36	0
chr8_38261911_38262024_+	LETM2	-0.05	-0.035	-0.04	0.32	0
chr19_45926528_45926759_-	ERCC1	-0.11	-0.105	-0.48	0.5	0
chr10_74927624_74927706_-	ECD	-0.05	-0.035	-0.04	0.32	0
chr10_74927624_74927817_-	ECD	-0.05	-0.035	-0.04	0.32	0
chr10_74927624_74927822_-	ECD	-0.05	-0.035	-0.04	0.32	0
chr14_77794255_77794380_+	GSTZ1	-0.35	-0.335	-1.92	1.56	0.04
chr8_38801307_38801355_+	PLEKHA2	-0.03	-0.025	0.03	0.31	0
chr2_99785835_99785933_-	MITD1	-0.33	-0.315	-1.8	1.44	0
chr18_61002490_61002591_-	KDSR	0.04	0.055	0.53	0.53	0
chr13_45607371_45607737_+	GPALPP1	-0.09	-0.065	-0.23	0.39	0
chr19_46119754_46119816_-	EML2	-0.36	-0.345	-1.99	1.63	0.08
chr19_46119758_46119816_-	EML2	-0.36	-0.345	-1.99	1.63	0.08
chr17_4579331_4579457_-	PELP1	-0.16	-0.155	-0.79	0.67	0
chr8_41466935_41467004_+	AGPAT6	-0.06	-0.035	-0.04	0.32	0
chr19_46137580_46137729_-	EML2	-0.14	-0.125	-0.6	0.56	0
chr15_83102759_83103327_+	GOLGA6L9	0.23	0.265	1.85	1.49	0.02
chr13_46070287_46070447_+	COG3	-0.14	-0.125	-0.6	0.56	0
chr16_72056261_72056374_+	DHODH	-0.1	-0.085	-0.35	0.44	0
chr13_46093095_46093229_+	COG3	-0.12	-0.105	-0.48	0.5	0
chr16_72057373_72057532_+	DHODH	-0.09	-0.075	-0.29	0.41	0
chr16_72057379_72057532_+	DHODH	-0.12	-0.105	-0.48	0.5	0
chr22_39380080_39380236_+	APOBEC3B	-0.05	-0.045	-0.1	0.34	0
chr13_46619526_46619648_-	ZC3H13	-0.09	-0.085	-0.35	0.44	0
chr17_46048415_46048518_+	CDK5RAP3	-0.12	-0.105	-0.48	0.5	0
chr8_42024807_42024889_+	AP3M2	-0.06	-0.045	-0.1	0.34	0
chr8_42146152_42146246_+	IKBKB	-0.16	-0.135	-0.67	0.6	0
chr8_42163861_42163872_+	IKBKB	-0.24	-0.215	-1.17	0.92	0
chr19_4683489_4683641_-	DPP9	0.23	0.235	1.66	1.31	0
chr17_46134394_46134483_+	NFE2L1	-0.01	0.005	0.21	0.38	0
chr19_4684675_4684874_-	DPP9	0.15	0.155	1.16	0.91	0
chr16_74502844_74502961_-	GLG1	-0.11	-0.095	-0.41	0.47	0
chr17_46184965_46185200_+	SNX11	0.1	0.125	0.97	0.78	0
chr14_81366282_81366373_-	CEP128	-0.07	-0.055	-0.16	0.36	0
chr17_46188070_46188129_+	SNX11	0.04	0.065	0.59	0.56	0
chr3_33605456_33605458_-	CLASP2	-0.04	-0.035	-0.04	0.32	0
chr17_4619268_4619328_+	ARRB2	-0.06	-0.045	-0.1	0.34	0
chr3_33686774_33686807_-	CLASP2	-0.03	-0.015	0.09	0.33	0
chr19_46893541_46894109_+	PPP5C	-0.09	-0.075	-0.29	0.41	0
chr3_33686774_33686995_-	CLASP2	-0.03	-0.015	0.09	0.33	0
chr22_39440088_39440428_+	APOBEC3F	-0.05	-0.035	-0.04	0.32	0
chr22_39440946_39441225_+	APOBEC3F	-0.03	-0.015	0.09	0.33	0
chr22_39441433_39441547_+	APOBEC3F	-0.06	-0.045	-0.1	0.34	0
chr22_39445430_39445586_+	APOBEC3F	-0.2	-0.185	-0.98	0.79	0
chr16_75186807_75186864_+	ZFP1	-0.11	-0.105	-0.48	0.5	0
chr16_75200668_75200794_+	ZFP1	0.05	0.055	0.53	0.53	0
chr19_4700228_4700289_-	DPP9	0.17	0.175	1.28	1	0
chr11_72403798_72403830_-	ARAP1	0.06	0.075	0.65	0.59	0
chr8_42396751_42397516_+	SMIM19	-0.05	-0.035	-0.04	0.32	0
chr14_89307769_89307858_+	TTC8	0.07	0.075	0.65	0.59	0
chr16_75476952_75481586_-	TMEM170A	0.17	0.175	1.28	1	0
chr16_75479612_75481586_-	TMEM170A	0.17	0.175	1.28	1	0
chr10_75173770_75173825_-	ANXA7	-0.1	-0.085	-0.35	0.44	0
chr16_75480917_75481586_-	TMEM170A	0.17	0.175	1.28	1	0
chr16_75481100_75481586_-	TMEM170A	0.17	0.175	1.28	1	0
chr16_75481208_75481586_-	TMEM170A	0.17	0.175	1.28	1	0
chr16_75485334_75485737_-	TMEM170A	0.15	0.155	1.16	0.91	0
chr6_30308049_30308138_+	TRIM39	-0.14	-0.125	-0.6	0.56	0
chr3_37067128_37067410_+	MLH1	0.14	0.155	1.16	0.91	0
chr17_40620028_40620125_+	ATP6V0A1	-0.12	-0.105	-0.48	0.5	0
chr22_40766635_40766692_+	SGSM3	-0.42	-0.405	-2.36	2.04	0.34
chr19_4722511_4722563_-	DPP9	0.2	0.205	1.47	1.15	0
chr22_40801145_40801288_+	SGSM3	-0.1	-0.085	-0.35	0.44	0
chr5_64865464_64865559_+	PPWD1	-0.01	0.005	0.21	0.38	0
chr2_201983214_201983624_+	CFLAR	-0.01	-0.005	0.15	0.36	0
chr6_30608312_30608380_+	ATAT1	-0.12	-0.115	-0.54	0.53	0
chr6_30610545_30610788_+	ATAT1	-0.48	-0.465	-2.74	2.51	0.65
chr19_4723686_4723762_-	DPP9	0.09	0.095	0.78	0.66	0
chr2_201994589_201994869_+	CFLAR	0.06	0.075	0.65	0.59	0
chr7_75677130_75677271_-	STYXL1	-0.1	-0.085	-0.35	0.44	0
chr5_64909554_64909682_-	TRIM23	0.18	0.185	1.35	1.05	0
chr3_37402734_37402796_+	GOLGA4	0.01	0.015	0.28	0.41	0
chr17_48455956_48456042_+	EME1	-0.11	-0.095	-0.41	0.47	0
chr3_38167653_38167832_-	ACAA1	-0.08	-0.065	-0.23	0.39	0
chr17_20140173_20140923_+	SPECC1	0.12	0.125	0.97	0.78	0
chr17_20140173_20142740_+	SPECC1	0.12	0.125	0.97	0.78	0
chr5_65036722_65036827_+	NLN	0.01	0.015	0.28	0.41	0
chr3_38176000_38176043_-	ACAA1	0.03	0.045	0.47	0.5	0
chr5_65364705_65364848_+	ERBB2IP	0.22	0.225	1.6	1.26	0
chr22_41266052_41266143_+	XPNPEP3	0.07	0.075	0.65	0.59	0
chr14_91444739_91444868_-	RPS6KA5	0.11	0.115	0.91	0.74	0
chr8_48639815_48639855_+	SPIDR	0.06	0.075	0.65	0.59	0
chr19_47538587_47538616_+	NPAS1	-0.02	-0.015	0.09	0.33	0
chr13_51969436_51969619_-	INTS6	-0.03	-0.015	0.09	0.33	0
chr13_51995248_51995470_-	INTS6	0.04	0.055	0.53	0.53	0
chr7_24663285_24663403_+	MPP6	0.02	0.025	0.34	0.44	0
chr19_10461728_10461838_-	TYK2	-0.06	-0.035	-0.04	0.32	0
chr3_40552961_40553087_+	ZNF620	0.04	0.045	0.47	0.5	0
chr14_92478099_92478139_-	TRIP11	-0.15	-0.145	-0.73	0.63	0
chr19_47880172_47880246_+	DHX34	0.27	0.295	2.04	1.68	0.12
chr11_76670121_76670244_+	ACER3	0.22	0.235	1.66	1.31	0
chr13_52351196_52351257_-	DHRS12	-0.04	-0.015	0.09	0.33	0
chr13_52371962_52372044_-	DHRS12	0.18	0.205	1.47	1.15	0
chr12_48513047_48513189_+	PFKM	-0.25	-0.245	-1.36	1.06	0
chr5_6644921_6645422_+	SRD5A1	0.08	0.095	0.78	0.66	0
chr13_52598827_52599073_+	UTP14C	-0.14	-0.125	-0.6	0.56	0
chr3_42594416_42594940_-	SEC22C	0.04	0.045	0.47	0.5	0
chr8_52758221_52758323_-	PCMTD1	-0.08	-0.065	-0.23	0.39	0
chr8_53597959_53598029_-	RB1CC1	-0.21	-0.195	-1.04	0.83	0
chr3_42605016_42605178_-	SEC22C	-0.08	-0.065	-0.23	0.39	0
chr3_42605037_42605178_-	SEC22C	-0.08	-0.065	-0.23	0.39	0
chr3_42605257_42605372_-	SEC22C	0.11	0.125	0.97	0.78	0
chr5_68396634_68396756_+	SLC30A5	0.08	0.085	0.72	0.63	0
chr3_42661508_42661535_+	NKTR	0.45	0.475	3.17	3.12	1.05
chr2_203686081_203686204_-	ICA1L	-0.09	-0.075	-0.29	0.41	0
chr2_203734259_203734328_-	ICA1L	-0.21	-0.205	-1.11	0.87	0
chr12_48545348_48545448_-	ASB8	0.11	0.115	0.91	0.74	0
chr12_48545393_48545448_-	ASB8	0.11	0.115	0.91	0.74	0
chr4_7006571_7006651_+	TBC1D14	-0.12	-0.115	-0.54	0.53	0
chr7_26709048_26709275_-	SKAP2	-0.3	-0.295	-1.67	1.32	0
chr20_25187712_25188033_+	ENTPD6	-0.08	-0.065	-0.23	0.39	0
chr2_204111478_204111644_+	CYP20A1	-0.18	-0.165	-0.85	0.7	0
chr6_31947191_31947330_+	STK19	-0.03	-0.005	0.15	0.36	0
chr16_84108202_84108346_-	MBTPS1	-0.4	-0.385	-2.24	1.9	0.25
chr22_42564615_42564742_-	TCF20	0.17	0.175	1.28	1	0
chr7_27779761_27779888_+	TAX1BP1	0.05	0.065	0.59	0.56	0
chr3_130735834_130735893_-	ASTE1	0.16	0.175	1.28	1	0
chr19_48741519_48741789_-	CARD8	0.1	0.105	0.84	0.7	0
chr4_726189_726287_+	PCGF3	0.11	0.115	0.91	0.74	0
chr5_68550429_68550494_+	CDK7	-0.16	-0.145	-0.73	0.63	0
chr20_25297684_25297714_-	ABHD12	-0.03	-0.005	0.15	0.36	0
chr12_49317546_49317635_-	FKBP11	-0.09	-0.075	-0.29	0.41	0
chr17_49286675_49286791_-	MBTD1	0.12	0.135	1.03	0.82	0
chr2_20478344_20478580_-	PUM2	0.21	0.215	1.53	1.2	0
chr15_91303211_91303509_+	BLM	-0.08	-0.065	-0.23	0.39	0
chr3_44399709_44401294_+	TCAIM	-0.08	-0.065	-0.23	0.39	0
chr22_42983512_42983578_-	POLDIP3	-0.08	-0.065	-0.23	0.39	0
chr16_85022369_85022479_-	ZDHHC7	0.14	0.155	1.16	0.91	0
chr10_81932563_81932670_-	ANXA11	-0.15	-0.135	-0.67	0.6	0
chr10_81932563_81932673_-	ANXA11	-0.15	-0.135	-0.67	0.6	0
chr19_48829248_48829310_+	EMP3	0.04	0.045	0.47	0.5	0
chr13_61041372_61041513_+	TDRD3	-0.04	-0.025	0.03	0.31	0
chr16_86585579_86585752_-	MTHFSD	-0.02	-0.015	0.09	0.33	0
chr22_43231418_43231499_-	PACSIN2	-0.06	-0.055	-0.16	0.36	0
chr16_86585785_86585898_-	MTHFSD	0.03	0.035	0.4	0.46	0
chr2_20839785_20840940_-	HS1BP3	-0.05	-0.035	-0.04	0.32	0
chr22_43355805_43355887_-	PACSIN2	0.08	0.085	0.72	0.63	0
chr2_208425843_208425884_+	CREB1	0.03	0.035	0.4	0.46	0
chr19_49314066_49314173_-	BCAT2	0.05	0.055	0.53	0.53	0
chr8_59347417_59347665_+	UBXN2B	0.02	0.035	0.4	0.46	0
chr19_49458805_49458856_+	BAX	-0.14	-0.135	-0.67	0.6	0
chr19_49458944_49459090_+	BAX	-0.04	-0.035	-0.04	0.32	0
chr22_45204886_45204978_+	ARHGAP8	0.22	0.225	1.6	1.26	0
chr22_45285640_45285662_-	PHF21B	0.02	0.045	0.47	0.5	0
chr8_59571754_59572093_-	NSMAF	0.05	0.065	0.59	0.56	0
chr19_49485977_49486094_-	GYS1	-0.15	-0.145	-0.73	0.63	0
chr16_88017666_88017865_+	BANP	-0.12	-0.105	-0.48	0.5	0
chr14_99877915_99879402_-	SETD3	-0.12	-0.115	-0.54	0.53	0
chr16_88037088_88037169_+	BANP	0.02	0.035	0.4	0.46	0
chr11_134052908_134053048_-	NCAPD3	0.05	0.065	0.59	0.56	0
chr11_134079039_134079100_-	NCAPD3	-0.08	-0.065	-0.23	0.39	0
chr3_134205096_134205398_+	CEP63	-0.03	-0.015	0.09	0.33	0
chr3_134206861_134206932_+	CEP63	0.04	0.055	0.53	0.53	0
chr15_99785594_99785715_-	TTC23	0.27	0.285	1.97	1.61	0.08
chr7_33053744_33054443_-	NT5C3A	-0.07	-0.055	-0.16	0.36	0
chr19_11456803_11456886_-	TMEM205	-0.59	-0.565	-3.37	3.42	1.27
chr11_82976932_82977021_-	CCDC90B	0.01	0.015	0.28	0.41	0
chr22_46704047_46704104_+	GTSE1	0.03	0.045	0.47	0.5	0
chr11_82976958_82977021_-	CCDC90B	0.01	0.015	0.28	0.41	0
chr3_47142948_47143045_-	SETD2	-0.3	-0.295	-1.67	1.32	0
chr15_100211725_100211862_+	MEF2A	0.1	0.115	0.91	0.74	0
chr17_530414_530556_-	VPS53	-0.04	-0.035	-0.04	0.32	0
chr16_89180747_89180895_+	ACSF3	-0.29	-0.275	-1.55	1.22	0
chr9_108275088_108275217_+	FSD1L	0.21	0.235	1.66	1.31	0
chr17_53120973_53120990_+	STXBP4	-0.02	-0.005	0.15	0.36	0
chr16_89367104_89367370_-	ANKRD11	0.06	0.065	0.59	0.56	0
chr8_6301914_6303411_+	MCPH1	-0.11	-0.105	-0.48	0.5	0
chr13_76407187_76407301_+	LMO7	-0.1	-0.085	-0.35	0.44	0
chr2_214160764_214160834_+	SPAG16	-0.17	-0.165	-0.85	0.7	0
chr13_77595648_77595996_-	FBXL3	-0.17	-0.165	-0.85	0.7	0
chr13_78317151_78317300_+	SLAIN1	-0.02	-0.015	0.09	0.33	0
chr22_50214482_50214634_-	BRD1	0.18	0.195	1.41	1.1	0
chr15_102182049_102182847_-	TM2D3	-0.12	-0.115	-0.54	0.53	0
chr19_50166600_50166771_-	IRF3	-0.08	-0.065	-0.23	0.39	0
chr15_102182054_102182847_-	TM2D3	-0.12	-0.115	-0.54	0.53	0
chr16_89603173_89604129_+	SPG7	0.06	0.085	0.72	0.63	0
chr19_50167931_50168095_-	IRF3	-0.33	-0.315	-1.8	1.44	0
chr13_80117753_80117817_+	NDFIP2	-0.08	-0.075	-0.29	0.41	0
chr6_36103796_36103825_+	MAPK13	-0.06	-0.055	-0.16	0.36	0
chr19_50167931_50168488_-	IRF3	-0.33	-0.315	-1.8	1.44	0
chr6_36106142_36106221_+	MAPK13	-0.15	-0.145	-0.73	0.63	0
chr10_93247439_93247535_+	HECTD2	-0.18	-0.155	-0.79	0.67	0
chr19_50170279_50170418_+	BCL2L12	-0.31	-0.295	-1.67	1.32	0
chr3_47859512_47859607_+	DHX30	0.22	0.225	1.6	1.26	0
chr11_17115808_17115932_-	PIK3C2A	-0.07	-0.055	-0.16	0.36	0
chr14_61514869_61515015_+	SLC38A6	0.3	0.325	2.23	1.89	0.24
chr14_31058589_31058655_+	G2E3	-0.05	-0.035	-0.04	0.32	0
chr19_9526330_9526418_-	ZNF266	0.05	0.065	0.59	0.56	0
chr16_89753997_89754223_+	CDK10	0.24	0.265	1.85	1.49	0.02
chr20_3204012_3204264_+	ITPA	-0.03	-0.015	0.09	0.33	0
chr16_89761073_89761196_+	CDK10	-0.03	-0.005	0.15	0.36	0
chr10_93756837_93756937_+	BTAF1	0.09	0.105	0.84	0.7	0
chr3_100238306_100238452_+	TMEM45A	-0.26	-0.255	-1.42	1.11	0
chr16_89809208_89809302_-	FANCA	-0.25	-0.225	-1.23	0.96	0
chrX_103220112_103220541_+	TMSB15B	-0.18	-0.175	-0.92	0.75	0
chr19_50430951_50431072_-	NUP62	0.03	0.035	0.4	0.46	0
chr6_37421016_37421088_+	CMTR1	-0.07	-0.055	-0.16	0.36	0
chr19_50430951_50431105_-	NUP62	0.02	0.025	0.34	0.44	0
chr19_50432583_50432673_-	IL4I1	0.18	0.185	1.35	1.05	0
chr3_10068098_10068157_+	FANCD2	-0.16	-0.145	-0.73	0.63	0
chr3_10068113_10068157_+	FANCD2	-0.16	-0.145	-0.73	0.63	0
chr19_50500761_50500827_-	VRK3	-0.43	-0.415	-2.43	2.12	0.39
chr17_55752333_55752487_+	MSI2	-0.23	-0.225	-1.23	0.96	0
chr13_98896745_98897558_+	FARP1	-0.05	-0.045	-0.1	0.34	0
chr8_68128825_68128897_-	ARFGEF1	-0.08	-0.075	-0.29	0.41	0
chr19_9771396_9771550_-	ZNF562	-0.19	-0.175	-0.92	0.75	0
chr19_984331_984563_+	WDR18	-0.17	-0.165	-0.85	0.7	0
chr16_89975374_89975491_+	TCF25	0.01	0.025	0.34	0.44	0
chr13_99481561_99481776_-	DOCK9	-0.23	-0.225	-1.23	0.96	0
chr8_72181975_72182058_-	EYA1	-0.05	-0.035	-0.04	0.32	0
chr15_25650608_25650653_-	UBE3A	0.12	0.125	0.97	0.78	0
chr13_99966351_99966474_+	UBAC2	-0.09	-0.075	-0.29	0.41	0
chr10_94679739_94679807_+	EXOC6	-0.17	-0.165	-0.85	0.7	0
chr14_100341268_100341324_+	EML1	0.03	0.045	0.47	0.5	0
chr17_56291620_56291748_-	MKS1	-0.06	-0.055	-0.16	0.36	0
chr17_56292102_56292199_-	MKS1	-0.28	-0.265	-1.48	1.16	0
chr16_90000132_90000546_+	TUBB3	0.06	0.075	0.65	0.59	0
chr19_52390074_52391204_-	ZNF577	-0.18	-0.155	-0.79	0.67	0
chr19_52392477_52395150_-	ZNF649	-0.09	-0.075	-0.29	0.41	0
chr19_52393307_52394651_-	ZNF649	-0.24	-0.225	-1.23	0.96	0
chr4_103978958_103979128_-	SLC9B2	-0.24	-0.225	-1.23	0.96	0
chr15_55613471_55613588_+	PIGB	-0.01	0.015	0.28	0.41	0
chr6_41903934_41904433_-	CCND3	-0.11	-0.095	-0.41	0.47	0
chrX_107372011_107372082_+	ATG4A	-0.06	-0.055	-0.16	0.36	0
chr10_95666856_95669587_+	SLC35G1	-0.04	-0.015	0.09	0.33	0
chr3_10105476_10105595_+	FANCD2	-0.05	-0.025	0.03	0.31	0
chr8_74650519_74650579_-	STAU2	0.16	0.165	1.22	0.95	0
chr6_109421395_109421489_+	CEP57L1	-0.01	-0.005	0.15	0.36	0
chr3_48895940_48896064_-	SLC25A20	-0.09	-0.075	-0.29	0.41	0
chr17_33285579_33285713_-	CCT6B	-0.06	-0.055	-0.16	0.36	0
chr6_109450507_109450695_+	CEP57L1	-0.02	-0.015	0.09	0.33	0
chr3_101136437_101136634_-	SENP7	-0.06	-0.055	-0.16	0.36	0
chr19_52785364_52785490_+	ZNF766	0.18	0.185	1.35	1.05	0
chr4_88258427_88258518_-	HSD17B11	-0.05	-0.035	-0.04	0.32	0
chr16_14940434_14940540_+	NOMO1	-0.11	-0.095	-0.41	0.47	0
chr2_224746659_224746789_-	WDFY1	-0.24	-0.225	-1.23	0.96	0
chr15_30433238_30433345_+	GOLGA8T	-0.02	0.005	0.21	0.38	0
chr15_30433541_30433628_+	GOLGA8T	-0.03	0.005	0.21	0.38	0
chr2_224776970_224777043_-	WDFY1	-0.04	-0.025	0.03	0.31	0
chr6_109797966_109798133_-	ZBTB24	-0.05	-0.035	-0.04	0.32	0
