id	gene	deltaPSI	deltaPSIc	z	p	q
chr14_105183900_105183983_+	INF2	0.06	0.065	0.19	0.37	0
chr5_77745757_77745857_+	SCAMP1	-0.26	-0.265	-1.3	1.01	0
chr3_196014486_196014548_-	PCYT1A	-0.02	-0.015	-0.17	0.36	0
chr5_94050482_94050591_-	MCTP1	0.3	0.305	1.28	1	0
chr11_11895347_11895406_+	USP47	0.11	0.115	0.42	0.47	0
chr1_85155837_85155972_-	SSX2IP	0.3	0.305	1.28	1	0
chr19_49137606_49137783_-	DBP	0.23	0.245	1.01	0.81	0
chr1_147408741_147408800_+	GPR89B	-0.12	-0.095	-0.53	0.53	0
chr14_104208991_104209160_-	PPP1R13B	-0.09	-0.075	-0.44	0.48	0
chrX_153741147_153741260_-	FAM3A	0.14	0.145	0.56	0.54	0
chr4_156588194_156588372_+	GUCY1A3	0.11	0.115	0.42	0.47	0
chr2_210588319_210588411_+	MAP2	-0.2	-0.185	-0.94	0.76	0
chr9_126220072_126220176_-	DENND1A	-0.19	-0.185	-0.94	0.76	0
chr12_66990627_66990707_-	GRIP1	0.15	0.155	0.6	0.56	0
chr5_134223385_134223872_+	TXNDC15	-0.15	-0.145	-0.76	0.65	0
chr12_123464810_123464932_+	ARL6IP4	-0.41	-0.395	-1.89	1.53	0.02
chr10_6005706_6005795_-	IL15RA	0.07	0.075	0.24	0.39	0
chrX_57407345_57407462_+	FAAH2	-0.11	-0.095	-0.53	0.53	0
chr3_48896988_48897060_-	SLC25A20	0.13	0.135	0.51	0.52	0
chr2_48822367_48825652_+	STON1	-0.01	-0.005	-0.12	0.34	0
chr14_21161706_21161809_+	RNASE4	0.43	0.435	1.87	1.51	0.01
chr12_3043613_3043728_+	TULP3	0.32	0.315	1.32	1.03	0
chr2_173486152_173486230_+	PDK1	0.13	0.135	0.51	0.52	0
chr1_43102908_43103049_+	CCDC30	-0.55	-0.535	-2.52	2.23	0.36
chr1_85136872_85136991_-	SSX2IP	0.17	0.165	0.65	0.59	0
chr14_73745989_73746132_-	NUMB	0.08	0.085	0.28	0.41	0
chr18_44580767_44580809_+	KATNAL2	0.27	0.265	1.1	0.87	0
chr4_71816417_71816528_+	MOB1B	0.11	0.125	0.46	0.49	0
chr5_88056805_88056942_-	MEF2C	0.11	0.125	0.46	0.49	0
chr9_130280105_130280220_-	FAM129B	0.26	0.265	1.1	0.87	0
chr12_99097149_99097277_+	APAF1	0.07	0.085	0.28	0.41	0
chr7_43915514_43918859_-	URGCP	-0.03	-0.035	-0.26	0.4	0
chr1_156702777_156702786_+	RRNAD1	-0.13	-0.125	-0.67	0.6	0
chr16_15793586_15793679_+	NDE1	0.15	0.165	0.65	0.59	0
chr4_3011375_3011438_+	GRK4	0.2	0.205	0.83	0.69	0
chr16_30016965_30017652_-	DOC2A	-0.55	-0.545	-2.56	2.28	0.39
chr14_50154854_50154921_-	POLE2	0.14	0.135	0.51	0.52	0
chr7_12393441_12394113_-	VWDE	0.17	0.165	0.65	0.59	0
chr15_66585885_66586073_+	DIS3L	-0.03	-0.025	-0.21	0.38	0
chr1_85422114_85422267_-	MCOLN2	-0.2	-0.195	-0.98	0.79	0
chr9_108337226_108337418_+	FKTN	0.22	0.225	0.92	0.75	0
chr5_81549887_81550611_+	ATG10	-0.07	-0.065	-0.39	0.46	0
chr9_108246662_108246783_+	FSD1L	-0.04	-0.035	-0.26	0.4	0
chr6_31721078_31721216_+	MSH5-SAPCD1	-0.1	-0.085	-0.48	0.5	0
chr16_18562795_18562861_-	NOMO2	-0.14	-0.125	-0.67	0.6	0
chr10_5995223_5995289_-	IL15RA	-0.13	-0.135	-0.71	0.62	0
chr19_18853720_18853836_+	CRTC1	0.22	0.215	0.87	0.72	0
chrX_46541771_46541970_-	SLC9A7	-0.36	-0.355	-1.7	1.35	0
chr1_114224834_114225056_+	MAGI3	0.1	0.105	0.37	0.45	0
chr6_42045271_42045380_+	TAF8	0.1	0.095	0.33	0.43	0
chr17_60556607_60556651_+	TLK2	0.17	0.185	0.74	0.64	0
chr20_25187715_25188033_+	ENTPD6	0.1	0.105	0.37	0.45	0
chr5_141319119_141319685_+	KIAA0141	-0.23	-0.225	-1.12	0.88	0
chr20_32262030_32262172_-	NECAB3	-0.27	-0.265	-1.3	1.01	0
chr3_113775846_113775953_+	QTRTD1	0.24	0.245	1.01	0.81	0
chr19_12805613_12805752_-	FBXW9	-0.19	-0.185	-0.94	0.76	0
chr17_55075735_55075859_+	SCPEP1	-0.18	-0.175	-0.89	0.73	0
chr16_67215509_67215600_-	KIAA0895L	0.23	0.235	0.96	0.77	0
chr16_29933355_29934680_-	KCTD13	-0.33	-0.315	-1.52	1.19	0
chr19_37663529_37663643_-	ZNF585A	-0.2	-0.195	-0.98	0.79	0
chr6_32143591_32143836_-	AGPAT1	0.4	0.395	1.69	1.34	0
chrX_44921892_44921993_+	KDM6A	0.13	0.145	0.56	0.54	0
chr10_99508026_99508121_+	ZFYVE27	0.35	0.355	1.5	1.18	0
chr15_42606278_42607031_+	GANC	-0.09	-0.095	-0.53	0.53	0
chr16_30017120_30017652_-	DOC2A	-0.55	-0.545	-2.56	2.28	0.39
chr2_190670378_190671780_+	PMS1	-0.14	-0.125	-0.67	0.6	0
chr6_31729595_31729642_+	MSH5	-0.12	-0.095	-0.53	0.53	0
chr15_72410021_72410109_-	MYO9A	0.31	0.315	1.32	1.03	0
chr11_47491868_47493654_-	CELF1	-0.2	-0.195	-0.98	0.79	0
chr1_84412807_84413309_-	TTLL7	0.03	0.045	0.1	0.34	0
chrX_18917291_18917344_-	PHKA2	0.27	0.265	1.1	0.87	0
chr6_56955005_56955072_+	ZNF451	-0.07	-0.065	-0.39	0.46	0
chr19_44556215_44556348_+	ZNF223	0.06	0.065	0.19	0.37	0
chr13_96637164_96637591_-	UGGT2	-0.09	-0.075	-0.44	0.48	0
chr11_111848033_111848519_+	DIXDC1	-0.08	-0.075	-0.44	0.48	0
chr16_67974640_67974734_-	LCAT	-0.12	-0.125	-0.67	0.6	0
chr9_84248263_84248279_-	TLE1	0.11	0.105	0.37	0.45	0
chr19_41289683_41289745_+	RAB4B-EGLN2	0.21	0.215	0.87	0.72	0
chr20_48747402_48747484_-	TMEM189	0.33	0.335	1.41	1.1	0
chr9_126777676_126777804_+	LHX2	0.21	0.215	0.87	0.72	0
chr12_124192151_124192948_+	TCTN2	0.02	0.025	0.01	0.3	0
chr16_69746931_69747032_-	NQO1	-0.05	-0.055	-0.35	0.44	0
chr4_156588350_156588372_+	GUCY1A3	0.11	0.115	0.42	0.47	0
chr8_92130452_92130780_+	LRRC69	-0.14	-0.125	-0.67	0.6	0
chr11_32953289_32956981_+	QSER1	0.21	0.215	0.87	0.72	0
chr7_28725598_28725814_+	CREB5	0.19	0.195	0.78	0.66	0
chr17_60556386_60556651_+	TLK2	0.17	0.185	0.74	0.64	0
chrX_108780347_108780499_+	NXT2	-0.05	-0.045	-0.3	0.42	0
chr6_31721078_31721216_+	MSH5	-0.1	-0.085	-0.48	0.5	0
chr19_37064042_37064190_-	ZNF529	-0.06	-0.065	-0.39	0.46	0
chr7_6048886_6049009_+	AIMP2	0.18	0.175	0.69	0.61	0
chr15_41523338_41523647_+	CHP1	-0.11	-0.095	-0.53	0.53	0
chr16_67215461_67215600_-	KIAA0895L	0.25	0.255	1.05	0.83	0
chr18_3450320_3450503_+	TGIF1	0.03	0.035	0.06	0.32	0
chr1_114444377_114444507_-	AP4B1	0.26	0.275	1.14	0.9	0
chr14_24035771_24035895_-	AP1G2	-0.22	-0.205	-1.03	0.82	0
chr12_110383065_110383154_-	GIT2	-0.2	-0.205	-1.03	0.82	0
chr3_65433697_65433732_-	MAGI1	0.42	0.415	1.78	1.43	0
chr12_25297299_25297611_-	CASC1	0.33	0.345	1.46	1.14	0
chrX_18918788_18918817_-	PHKA2	0.26	0.255	1.05	0.83	0
chr9_126777377_126777804_+	LHX2	0.21	0.215	0.87	0.72	0
chr12_133586722_133588713_+	ZNF26	0.19	0.205	0.83	0.69	0
chr17_34868501_34868622_-	MYO19	0.14	0.145	0.56	0.54	0
chr3_196466728_196467028_+	PAK2	0.21	0.205	0.83	0.69	0
chr16_75200668_75200811_+	ZFP1	-0.01	-0.005	-0.12	0.34	0
chr17_34951401_34951610_+	DHRS11	0.17	0.175	0.69	0.61	0
chr20_32262030_32262195_-	NECAB3	-0.27	-0.265	-1.3	1.01	0
chr2_133420599_133420684_-	LYPD1	-0.14	-0.145	-0.76	0.65	0
chr9_137989627_137989953_+	OLFM1	0.33	0.325	1.37	1.07	0
chr2_190627411_190627670_-	OSGEPL1	0.05	0.055	0.15	0.36	0
chr16_29934511_29934558_-	KCTD13	-0.51	-0.495	-2.34	2.02	0.26
chr19_36234056_36234109_-	U2AF1L4	0.38	0.395	1.69	1.34	0
chr9_108234185_108234412_+	FSD1L	0.36	0.385	1.64	1.3	0
chr16_4851504_4851586_-	ROGDI	-0.13	-0.125	-0.67	0.6	0
chr7_99156485_99156640_+	ZNF655	0.14	0.145	0.56	0.54	0
chr19_12833291_12833351_-	TNPO2	0.08	0.095	0.33	0.43	0
chr11_8985756_8985949_-	TMEM9B	0.15	0.155	0.6	0.56	0
chr15_37388490_37388608_-	MEIS2	0.01	0.025	0.01	0.3	0
chr4_156588256_156588372_+	GUCY1A3	0.11	0.115	0.42	0.47	0
chr20_6090945_6091158_-	FERMT1	-0.17	-0.165	-0.85	0.7	0
chr6_167369585_167370072_-	RNASET2	0.18	0.175	0.69	0.61	0
chr20_25002025_25002172_-	ACSS1	-0.02	-0.015	-0.17	0.36	0
chr17_29314962_29315124_+	RNF135	0.29	0.285	1.19	0.93	0
chr18_44572828_44572898_+	KATNAL2	-0.23	-0.235	-1.16	0.91	0
chr7_107262075_107262398_+	BCAP29	-0.12	-0.115	-0.62	0.57	0
chr3_48896525_48896634_-	SLC25A20	0.18	0.195	0.78	0.66	0
chr6_56955023_56955072_+	ZNF451	-0.07	-0.065	-0.39	0.46	0
chr2_191213614_191213757_+	INPP1	0.18	0.195	0.78	0.66	0
chr15_30384911_30385011_+	GOLGA8J	-0.11	-0.105	-0.57	0.55	0
chr3_65361420_65361623_-	MAGI1	0.06	0.055	0.15	0.36	0
chr12_124192151_124192554_+	TCTN2	0.02	0.025	0.01	0.3	0
chr11_8985756_8986320_-	TMEM9B	0.15	0.155	0.6	0.56	0
chr11_47521005_47521156_-	CELF1	0.28	0.285	1.19	0.93	0
chr8_145735743_145735890_+	MFSD3	-0.17	-0.155	-0.8	0.67	0
chr14_69928414_69929105_+	SLC39A9	-0.25	-0.245	-1.21	0.95	0
chr16_15745788_15745907_+	NDE1	-0.15	-0.135	-0.71	0.62	0
chr6_170052026_170052104_-	WDR27	0.36	0.375	1.6	1.26	0
chr1_42946132_42946237_+	CCDC30	0.13	0.145	0.56	0.54	0
chr17_17119694_17119817_-	FLCN	-0.19	-0.185	-0.94	0.76	0
chr17_42786672_42786734_+	DBF4B	0.1	0.105	0.37	0.45	0
chr12_56871979_56872046_-	GLS2	0.25	0.265	1.1	0.87	0
chr12_123460358_123460414_+	OGFOD2	0.3	0.305	1.28	1	0
chr19_12805613_12805750_-	FBXW9	-0.23	-0.225	-1.12	0.88	0
chr3_15314623_15314912_-	SH3BP5	0.09	0.095	0.33	0.43	0
chr20_30457851_30458083_-	DUSP15	0.34	0.345	1.46	1.14	0
chr18_5969392_5969561_-	L3MBTL4	-0.2	-0.185	-0.94	0.76	0
chr3_9798451_9798500_+	OGG1	-0.18	-0.165	-0.85	0.7	0
chr6_4994966_4995510_-	RPP40	0.02	0.025	0.01	0.3	0
chr6_167369585_167370031_-	RNASET2	0.18	0.175	0.69	0.61	0
chr1_19571283_19571524_-	EMC1	-0.24	-0.225	-1.12	0.88	0
chr7_43915505_43918859_-	URGCP	-0.03	-0.035	-0.26	0.4	0
chr18_32825226_32825315_+	ZNF397	0.12	0.125	0.46	0.49	0
chr1_1592939_1597458_-	SLC35E2B	-0.09	-0.075	-0.44	0.48	0
chr11_314164_314356_+	IFITM1	0.21	0.215	0.87	0.72	0
chr2_99763490_99763585_+	C2ORF15	0.24	0.245	1.01	0.81	0
chr8_42162705_42162754_+	IKBKB	-0.11	-0.095	-0.53	0.53	0
chr21_43422459_43422612_-	ZBTB21	0.08	0.085	0.28	0.41	0
chr3_183966533_183966721_-	ALG3	0.32	0.325	1.37	1.07	0
chr5_55007280_55007327_-	SLC38A9	0.18	0.195	0.78	0.66	0
chr14_95606996_95607096_-	DICER1	0.1	0.105	0.37	0.45	0
chr19_44031089_44031344_-	ETHE1	-0.2	-0.185	-0.94	0.76	0
chr2_48822367_48825651_+	STON1	-0.01	-0.005	-0.12	0.34	0
chr20_6088179_6088281_-	FERMT1	-0.18	-0.175	-0.89	0.73	0
chr1_84415548_84415669_-	TTLL7	-0.13	-0.125	-0.67	0.6	0
chr12_120925920_120925980_+	DYNLL1	-0.08	-0.075	-0.44	0.48	0
chr3_10068152_10068310_+	FANCD2	0.21	0.225	0.92	0.75	0
chr15_40915330_40917838_+	CASC5	-0.16	-0.145	-0.76	0.65	0
chr19_57984413_57985789_-	ZNF772	0.1	0.105	0.37	0.45	0
chr16_30016830_30017652_-	DOC2A	-0.55	-0.545	-2.56	2.28	0.39
chr14_69925080_69925446_+	SLC39A9	-0.47	-0.465	-2.2	1.86	0.19
chr1_1601103_1601175_-	SLC35E2B	-0.24	-0.235	-1.16	0.91	0
chrX_100268632_100268728_-	TRMT2B	0.1	0.105	0.37	0.45	0
chr2_27291916_27291962_+	AGBL5	0.3	0.315	1.32	1.03	0
chr19_36234056_36234246_-	U2AF1L4	0.27	0.285	1.19	0.93	0
chr9_137989627_137989911_+	OLFM1	0.33	0.325	1.37	1.07	0
chr3_133098596_133100005_+	TMEM108	-0.01	-0.005	-0.12	0.34	0
chr9_130270372_130270479_-	FAM129B	0.23	0.225	0.92	0.75	0
chr19_18857863_18857924_+	CRTC1	0.21	0.215	0.87	0.72	0
chr16_4851051_4851322_-	ROGDI	-0.22	-0.215	-1.07	0.85	0
chr6_119177534_119177708_-	MCM9	0.25	0.255	1.05	0.83	0
chr19_37064042_37064154_-	ZNF529	-0.06	-0.065	-0.39	0.46	0
chr3_183855686_183855863_+	EIF2B5	-0.12	-0.115	-0.62	0.57	0
chr5_151122384_151122520_-	ATOX1	-0.2	-0.195	-0.98	0.79	0
chr21_47801609_47801755_+	PCNT	-0.15	-0.145	-0.76	0.65	0
chr4_153253748_153253871_-	FBXW7	-0.19	-0.185	-0.94	0.76	0
chrX_153740638_153740755_-	FAM3A	-0.01	-0.005	-0.12	0.34	0
chrX_100306240_100306355_-	TRMT2B	-0.01	-0.015	-0.17	0.36	0
chr1_1592940_1597458_-	SLC35E2B	-0.09	-0.075	-0.44	0.48	0
chr9_99607172_99607298_-	ZNF782	0.33	0.335	1.41	1.1	0
chr10_134155717_134155775_+	LRRC27	-0.12	-0.095	-0.53	0.53	0
chr8_59571754_59572093_-	NSMAF	-0.01	-0.005	-0.12	0.34	0
chr11_451352_451493_+	PTDSS2	0.1	0.095	0.33	0.43	0
chr9_99708327_99708503_-	HIATL2	0.04	0.065	0.19	0.37	0
chr1_10003307_10003387_-	LZIC	-0.02	-0.015	-0.12	0.34	0
chr14_81251239_81251889_-	CEP128	0.08	0.085	0.65	0.59	0
chr13_43493436_43493468_-	EPSTI1	0.1	0.115	0.88	0.72	0
chr1_100483238_100483371_+	SLC35A3	0.13	0.135	1.04	0.83	0
chr10_50738766_50738886_-	PGBD3	-0.12	-0.105	-0.82	0.69	0
chr10_50738766_50738886_-	ERCC6	-0.12	-0.105	-0.82	0.69	0
chr6_117923167_117923691_-	GOPC	-0.06	-0.065	-0.51	0.52	0
chr1_16921087_16921156_-	NBPF1	-0.14	-0.125	-0.98	0.79	0
chr13_44456321_44456499_+	LACC1	0.08	0.095	0.73	0.63	0
chr13_44964493_44964714_+	SERP2	-0.02	-0.015	-0.12	0.34	0
chr1_100535170_100535241_+	HIAT1	0.08	0.085	0.65	0.59	0
chr10_51130593_51130715_-	PARG	-0.16	-0.145	-1.13	0.89	0
chr10_51224681_51226465_-	AGAP8	-0.16	-0.145	-1.13	0.89	0
chr10_51224688_51226465_-	AGAP8	-0.16	-0.145	-1.13	0.89	0
chr10_51225967_51226465_-	AGAP8	-0.16	-0.145	-1.13	0.89	0
chr19_52877552_52877680_+	ZNF880	-0.1	-0.095	-0.74	0.64	0
chr19_52877552_52877883_+	ZNF880	-0.11	-0.105	-0.82	0.69	0
chr9_138758302_138758382_-	CAMSAP1	-0.07	-0.055	-0.43	0.48	0
chr3_128627028_128627467_+	ACAD9	-0.05	-0.045	-0.36	0.44	0
chr19_52901620_52901872_+	ZNF528	-0.14	-0.125	-0.98	0.79	0
chr16_75476952_75481586_-	TMEM170A	-0.04	-0.025	-0.2	0.38	0
chr16_75479612_75481586_-	TMEM170A	-0.04	-0.025	-0.2	0.38	0
chr1_100908490_100908552_+	CDC14A	-0.06	-0.045	-0.36	0.44	0
chr1_100920961_100921048_+	CDC14A	-0.18	-0.165	-1.29	1.01	0
chr16_75481100_75481586_-	TMEM170A	-0.04	-0.025	-0.2	0.38	0
chr1_10132512_10133176_+	UBE4B	-0.02	-0.015	-0.12	0.34	0
chr1_101354309_101354384_-	EXTL2	-0.06	-0.045	-0.36	0.44	0
chr1_101354309_101354420_-	EXTL2	-0.08	-0.065	-0.51	0.52	0
chr13_47279203_47279292_+	LRCH1	-0.04	-0.035	-0.28	0.41	0
chr1_101427384_101427474_+	SLC30A7	-0.06	-0.055	-0.43	0.48	0
chr16_75575248_75575353_-	TMEM231	0.16	0.165	1.27	0.99	0
chr19_53141565_53141603_-	ZNF83	0.01	0.015	0.11	0.34	0
chr19_53141565_53141608_-	ZNF83	0.01	0.015	0.11	0.34	0
chr19_53141565_53141618_-	ZNF83	0.01	0.015	0.11	0.34	0
chr1_10166255_10166641_+	UBE4B	0.1	0.105	0.81	0.68	0
chr16_75642741_75642886_-	ADAT1	-0.12	-0.105	-0.82	0.69	0
chr7_102135725_102135837_-	RASA4B	-0.26	-0.245	-1.91	1.55	0.02
chr3_129149787_129150421_-	MBD4	-0.12	-0.105	-0.82	0.69	0
chr1_10207021_10207148_+	UBE4B	0.07	0.075	0.57	0.55	0
chr1_10363221_10366815_+	KIF1B	-0.07	-0.065	-0.51	0.52	0
chr1_10363221_10368655_+	KIF1B	-0.07	-0.065	-0.51	0.52	0
chr1_104095896_104095954_+	RNPC3	-0.01	-0.005	-0.05	0.32	0
chr1_104095896_104095965_+	RNPC3	-0.01	-0.005	-0.05	0.32	0
chr13_49833622_49833659_+	CDADC1	0.11	0.115	0.88	0.72	0
chr13_49840015_49840046_+	CDADC1	-0.07	-0.065	-0.51	0.52	0
chr13_49840015_49840139_+	CDADC1	0.02	0.025	0.19	0.37	0
chr13_50025689_50026045_+	SETDB2	0.24	0.265	2.05	1.7	0.11
chr13_50038157_50038192_+	SETDB2	0.03	0.055	0.42	0.47	0
chr19_53357125_53357360_-	ZNF468	-0.06	-0.065	-0.51	0.52	0
chr19_53357125_53357379_-	ZNF468	-0.06	-0.065	-0.51	0.52	0
chr19_53357511_53357598_-	ZNF468	-0.1	-0.105	-0.82	0.69	0
chr3_129156651_129156793_-	MBD4	-0.05	-0.035	-0.28	0.41	0
chr1_108211585_108212094_-	VAV3	-0.07	-0.065	-0.51	0.52	0
chr1_108226110_108226155_-	VAV3	0.01	0.015	0.11	0.34	0
chr13_50071249_50071353_+	PHF11	0.05	0.065	0.5	0.51	0
chr3_129158573_129158852_-	MBD4	-0.05	-0.035	-0.28	0.41	0
chr3_129158573_129158872_-	MBD4	-0.05	-0.035	-0.28	0.41	0
chr13_50120638_50121307_-	RCBTB1	0.03	0.045	0.34	0.44	0
chr1_109474608_109475123_-	CLCC1	0.03	0.025	0.19	0.37	0
chr1_109484027_109484120_-	CLCC1	-0.08	-0.075	-0.59	0.56	0
chr6_126112001_126112213_+	NCOA7	-0.1	-0.095	-0.74	0.64	0
chr10_51869861_51870030_+	FAM21A	-0.22	-0.205	-1.6	1.26	0
chr10_51886920_51886982_+	FAM21A	0.04	0.045	0.34	0.44	0
chr10_51956533_51956679_-	ASAH2	0.1	0.105	0.81	0.68	0
chr3_129185733_129185909_+	IFT122	0.01	0.025	0.19	0.37	0
chr10_52226650_52226692_-	SGMS1	-0.13	-0.125	-0.98	0.79	0
chr10_52504888_52505034_+	ASAH2B	0.33	0.335	2.59	2.32	0.42
chr10_52504962_52505034_+	ASAH2B	0.35	0.355	2.74	2.51	0.53
chr3_130613434_130613619_+	ATP2C1	0.09	0.095	0.73	0.63	0
chr3_130613485_130613619_+	ATP2C1	0.09	0.095	0.73	0.63	0
chr3_130613552_130613619_+	ATP2C1	0.09	0.095	0.73	0.63	0
chr1_179054763_179055028_+	TOR3A	0.19	0.195	1.5	1.18	0
chr1_179292572_179292630_+	SOAT1	-0.1	-0.085	-0.67	0.6	0
chr19_53901196_53901283_+	ZNF765	0.3	0.305	2.36	2.04	0.27
chr10_5759622_5759713_+	FAM208B	0.02	0.025	0.19	0.37	0
chr10_5777267_5777509_+	FAM208B	0.01	0.025	0.19	0.37	0
chr10_5788142_5791990_+	FAM208B	0.06	0.065	0.5	0.51	0
chr19_53930340_53930574_+	ZNF765	0.13	0.125	0.96	0.77	0
chr3_130720064_130721951_+	ATP2C1	-0.05	-0.045	-0.36	0.44	0
chr19_54058081_54058142_+	ZNF331	0.08	0.085	0.65	0.59	0
chr3_130735834_130735893_-	ASTE1	0.16	0.165	1.27	0.99	0
chr1_110888161_110888271_+	RBM15	0.23	0.235	1.81	1.45	0.01
chr13_51956165_51956259_-	INTS6	-0.21	-0.195	-1.52	1.19	0
chr13_51995248_51995470_-	INTS6	0.04	0.055	0.42	0.47	0
chr10_5948000_5948595_+	FBXO18	0.28	0.285	2.2	1.86	0.19
chr16_845132_845356_+	CHTF18	0.02	0.015	0.11	0.34	0
chr10_5966714_5966764_+	FBXO18	-0.15	-0.155	-1.21	0.95	0
chr13_52351196_52351257_-	DHRS12	0.2	0.205	1.58	1.24	0
chr3_132418197_132418294_-	NPHP3	0.14	0.155	1.19	0.93	0
chr13_52593049_52593279_+	ALG11	0.19	0.205	1.58	1.24	0
chr13_52598142_52599073_+	ALG11	-0.01	-0.005	-0.05	0.32	0
chr1_111682848_111682929_+	CEPT1	0.16	0.165	1.27	0.99	0
chr20_45644820_45644936_+	EYA2	-0.09	-0.085	-0.67	0.6	0
chr3_133371307_133371391_-	TOPBP1	-0.06	-0.045	-0.36	0.44	0
chr10_62538251_62538426_+	CDK1	-0.08	-0.085	-0.67	0.6	0
chr16_85022369_85022479_-	ZDHHC7	0.01	0.015	0.11	0.34	0
chr9_21994138_21994623_-	CDKN2A	0.01	0.015	0.11	0.34	0
chr1_113066140_113068733_-	ST7L	-0.2	-0.175	-1.36	1.06	0
chr1_113068381_113068733_-	ST7L	-0.2	-0.175	-1.36	1.06	0
chr1_113068505_113068733_-	ST7L	-0.2	-0.175	-1.36	1.06	0
chr1_113068608_113068733_-	ST7L	-0.2	-0.175	-1.36	1.06	0
chr1_113083401_113083494_-	ST7L	0.15	0.175	1.35	1.05	0
chr1_113083456_113083494_-	ST7L	0.16	0.185	1.43	1.12	0
chr1_113084412_113084712_-	ST7L	-0.05	-0.035	-0.28	0.41	0
chr1_113084415_113084712_-	ST7L	-0.05	-0.035	-0.28	0.41	0
chr16_8738414_8738582_+	METTL22	-0.07	-0.055	-0.43	0.48	0
chr17_565049_565135_-	VPS53	-0.07	-0.065	-0.51	0.52	0
chr16_87764158_87764250_-	KLHDC4	-0.06	-0.055	-0.43	0.48	0
chr3_136236885_136237257_-	STAG1	0.12	0.135	1.04	0.83	0
chr3_136237090_136237257_-	STAG1	0.2	0.225	1.74	1.39	0
chr16_87790005_87790083_-	KLHDC4	-0.02	-0.005	-0.05	0.32	0
chr1_113134147_113134225_-	ST7L	-0.03	-0.005	-0.05	0.32	0
chr16_88008654_88008791_+	BANP	0.03	0.035	0.26	0.4	0
chr10_69651242_69651312_+	SIRT1	-0.09	-0.075	-0.59	0.56	0
chr16_88037901_88037997_+	BANP	-0.07	-0.065	-0.51	0.52	0
chr16_88037901_88038017_+	BANP	-0.08	-0.075	-0.59	0.56	0
chr19_57059747_57059847_+	ZFP28	0.07	0.085	0.65	0.59	0
chr3_138215752_138216169_-	CEP70	-0.04	-0.035	-0.28	0.41	0
chr1_113241337_113241411_+	MOV10	-0.05	-0.045	-0.36	0.44	0
chr19_5785151_5785286_-	DUS3L	-0.18	-0.175	-1.36	1.06	0
chr1_113247675_113247790_-	RHOC	-0.04	-0.035	-0.28	0.41	0
chr1_113247722_113247745_-	RHOC	0.07	0.075	0.57	0.55	0
chr1_113247722_113247790_-	RHOC	0.04	0.045	0.34	0.44	0
chr1_113247722_113248874_-	RHOC	0.07	0.075	0.57	0.55	0
chr1_11345701_11345789_+	UBIAD1	0.03	0.035	0.26	0.4	0
chr1_11345701_11348491_+	UBIAD1	0.03	0.035	0.26	0.4	0
chr1_114161154_114161228_+	MAGI3	-0.07	-0.065	-0.51	0.52	0
chr13_61018817_61018882_+	TDRD3	0.06	0.065	0.5	0.51	0
chr10_70190193_70190364_-	DNA2	-0.09	-0.075	-0.59	0.56	0
chr13_61041372_61041513_+	TDRD3	-0.07	-0.065	-0.51	0.52	0
chr1_114224834_114224924_+	MAGI3	0.22	0.235	1.81	1.45	0.01
chr6_135639572_135639754_-	AHI1	0.12	0.135	1.04	0.83	0
chr16_8941581_8941725_+	PMM2	-0.09	-0.085	-0.67	0.6	0
chr16_8941581_8941887_+	PMM2	-0.09	-0.085	-0.67	0.6	0
chr1_114443858_114444005_-	AP4B1	0.17	0.185	1.43	1.12	0
chr16_8941581_8941908_+	PMM2	-0.09	-0.085	-0.67	0.6	0
chr16_8941581_8941981_+	PMM2	-0.09	-0.085	-0.67	0.6	0
chr1_114449618_114449783_+	DCLRE1B	0.04	0.045	0.34	0.44	0
chr1_114497248_114497392_+	HIPK1	-0.04	-0.025	-0.2	0.38	0
chr10_70482212_70482334_+	CCAR1	-0.03	-0.015	-0.12	0.34	0
chr16_89484692_89484776_-	ANKRD11	-0.1	-0.095	-0.74	0.64	0
chr1_19611512_19611608_-	AKR7A3	0.12	0.115	0.88	0.72	0
chr16_89603173_89604129_+	SPG7	-0.07	-0.055	-0.43	0.48	0
chr13_75915261_75915371_-	TBC1D4	-0.08	-0.075	-0.59	0.56	0
chr16_89612540_89612589_+	SPG7	0.16	0.155	1.19	0.93	0
chr6_13599264_13599387_+	SIRT5	0.01	0.015	0.11	0.34	0
chr6_13604708_13605971_+	SIRT5	0.04	0.045	0.34	0.44	0
chr19_58016670_58016768_+	ZNF773	-0.2	-0.185	-1.44	1.13	0
chr15_102255043_102255166_-	TARSL2	-0.17	-0.165	-1.29	1.01	0
chr15_22848238_22848331_+	TUBGCP5	-0.05	-0.045	-0.36	0.44	0
chr11_69486146_69486587_-	ORAOV1	-0.07	-0.055	-0.43	0.48	0
chr19_58055605_58055951_-	ZNF550	0.02	0.005	0.03	0.31	0
chr1_115603085_115603159_-	TSPAN2	0.07	0.075	0.57	0.55	0
chr1_115604756_115604853_-	TSPAN2	0.14	0.145	1.12	0.88	0
chr9_33973181_33973235_-	UBAP2	0.03	0.045	0.34	0.44	0
chr16_89755660_89755732_+	CDK10	-0.42	-0.395	-3.07	2.97	0.8
chr10_70644016_70644215_+	STOX1	-0.18	-0.165	-1.29	1.01	0
chr13_77595648_77595996_-	FBXL3	-0.08	-0.075	-0.59	0.56	0
chr19_58130780_58130876_+	ZNF134	0.05	0.055	0.42	0.47	0
chr16_89809310_89809346_-	FANCA	-0.06	-0.055	-0.43	0.48	0
